,Date Time,Doctors (count),Nurses(Count),Doctors on-call (Count),Nurses on-call (Count),Total Hospital Beds (Count),Hospital Beds Open (Count),Hospital Beds Occupied (Count),Ambulances On Duty (Count)
8550,2022-12-23 06:00:00,145,293,10,11,672,603,69,9
8551,2022-12-23 07:00:00,142,271,9,18,631,486,145,14
8552,2022-12-23 08:00:00,127,267,14,18,595,529,66,6
8553,2022-12-23 09:00:00,148,258,5,11,534,457,77,14
8554,2022-12-23 10:00:00,141,274,14,14,720,504,216,12
8555,2022-12-23 11:00:00,144,279,6,13,575,440,135,10
8556,2022-12-23 12:00:00,121,286,8,12,767,599,168,7
8557,2022-12-23 13:00:00,137,275,10,17,699,529,170,14
8558,2022-12-23 14:00:00,140,254,8,12,516,457,59,10
8559,2022-12-23 15:00:00,143,269,10,18,647,485,162,13
8560,2022-12-23 16:00:00,144,256,8,14,569,483,86,10
8561,2022-12-23 17:00:00,143,277,12,18,750,552,198,6
8562,2022-12-23 18:00:00,149,295,11,15,706,555,151,14
8563,2022-12-23 19:00:00,129,287,8,10,510,451,59,9
8564,2022-12-23 20:00:00,148,285,8,14,565,487,78,10
8565,2022-12-23 21:00:00,128,267,5,19,671,531,140,7
8566,2022-12-23 22:00:00,120,259,13,12,569,436,133,5
8567,2022-12-23 23:00:00,136,283,6,14,661,506,155,10
8568,2022-12-24 00:00:00,123,288,6,19,571,451,120,7
8569,2022-12-24 01:00:00,131,266,7,15,501,370,131,7
8570,2022-12-24 02:00:00,139,254,5,11,634,535,99,10
8571,2022-12-24 03:00:00,123,255,8,11,784,566,218,11
8572,2022-12-24 04:00:00,128,297,14,16,529,396,133,8
8573,2022-12-24 05:00:00,140,279,13,14,650,524,126,5
8574,2022-12-24 06:00:00,139,273,8,10,702,537,165,11
8575,2022-12-24 07:00:00,127,291,8,17,639,470,169,14
8576,2022-12-24 08:00:00,124,274,7,19,624,500,124,12
8577,2022-12-24 09:00:00,141,250,10,17,564,501,63,13
8578,2022-12-24 10:00:00,120,296,13,17,694,619,75,14
8579,2022-12-24 11:00:00,144,285,11,11,602,494,108,12
8580,2022-12-24 12:00:00,130,296,14,13,606,425,181,12
8581,2022-12-24 13:00:00,128,279,8,15,683,492,191,11
8582,2022-12-24 14:00:00,136,262,7,12,508,455,53,6
8583,2022-12-24 15:00:00,129,262,7,17,541,480,61,6
8584,2022-12-24 16:00:00,123,275,8,17,561,494,67,5
8585,2022-12-24 17:00:00,122,291,5,19,666,558,108,13
8586,2022-12-24 18:00:00,148,289,11,16,625,533,92,13
8587,2022-12-24 19:00:00,123,289,11,16,748,540,208,6
8588,2022-12-24 20:00:00,127,289,6,13,768,556,212,5
8589,2022-12-24 21:00:00,143,290,11,19,786,638,148,9
8590,2022-12-24 22:00:00,133,277,10,10,561,484,77,9
8591,2022-12-24 23:00:00,137,295,14,17,548,391,157,5
8592,2022-12-25 00:00:00,123,257,9,13,738,616,122,14
8593,2022-12-25 01:00:00,134,294,9,11,572,404,168,8
8594,2022-12-25 02:00:00,148,279,9,16,594,489,105,9
8595,2022-12-25 03:00:00,121,285,10,10,739,637,102,14
8596,2022-12-25 04:00:00,121,255,7,13,648,580,68,9
8597,2022-12-25 05:00:00,123,278,13,16,586,487,99,14
8598,2022-12-25 06:00:00,127,280,14,12,619,526,93,13
8599,2022-12-25 07:00:00,142,254,10,19,766,571,195,7
8600,2022-12-25 08:00:00,131,256,6,10,785,555,230,12
8601,2022-12-25 09:00:00,126,264,14,19,733,532,201,6
8602,2022-12-25 10:00:00,131,250,14,17,656,582,74,10
8603,2022-12-25 11:00:00,132,279,6,12,506,393,113,7
8604,2022-12-25 12:00:00,145,299,12,11,567,444,123,6
8605,2022-12-25 13:00:00,133,252,10,15,793,599,194,8
8606,2022-12-25 14:00:00,142,265,12,16,537,444,93,8
8607,2022-12-25 15:00:00,138,276,8,10,579,487,92,11
8608,2022-12-25 16:00:00,129,253,5,18,710,636,74,14
8609,2022-12-25 17:00:00,144,258,7,18,605,541,64,5
8610,2022-12-25 18:00:00,127,288,5,10,612,502,110,13
8611,2022-12-25 19:00:00,131,273,5,11,665,581,84,11
8612,2022-12-25 20:00:00,140,265,7,12,574,490,84,5
8613,2022-12-25 21:00:00,120,287,14,13,612,528,84,11
8614,2022-12-25 22:00:00,120,287,9,10,549,393,156,13
8615,2022-12-25 23:00:00,142,261,13,15,785,645,140,13
8616,2022-12-26 00:00:00,122,251,5,19,529,441,88,13
8617,2022-12-26 01:00:00,143,265,14,19,679,602,77,7
8618,2022-12-26 02:00:00,132,285,6,15,640,567,73,8
8619,2022-12-26 03:00:00,143,258,11,10,583,504,79,12
8620,2022-12-26 04:00:00,143,288,10,18,541,451,90,7
8621,2022-12-26 05:00:00,142,253,11,16,582,478,104,14
8622,2022-12-26 06:00:00,129,279,13,13,698,572,126,10
8623,2022-12-26 07:00:00,134,287,11,17,508,406,102,14
8624,2022-12-26 08:00:00,139,299,13,11,653,537,116,7
8625,2022-12-26 09:00:00,141,258,8,19,592,471,121,8
8626,2022-12-26 10:00:00,126,291,7,15,536,439,97,7
8627,2022-12-26 11:00:00,148,260,13,17,652,569,83,10
8628,2022-12-26 12:00:00,137,289,5,19,581,434,147,10
8629,2022-12-26 13:00:00,133,292,13,18,690,607,83,13
8630,2022-12-26 14:00:00,130,291,12,12,600,438,162,10
8631,2022-12-26 15:00:00,123,271,8,11,722,595,127,13
8632,2022-12-26 16:00:00,126,294,5,19,574,436,138,6
8633,2022-12-26 17:00:00,135,297,8,14,632,553,79,7
8634,2022-12-26 18:00:00,140,252,9,16,618,443,175,8
8635,2022-12-26 19:00:00,134,294,9,19,705,570,135,5
8636,2022-12-26 20:00:00,120,285,12,19,789,680,109,13
8637,2022-12-26 21:00:00,142,255,14,16,622,438,184,7
8638,2022-12-26 22:00:00,138,283,13,11,563,491,72,7
8639,2022-12-26 23:00:00,143,299,8,16,561,453,108,14
8640,2022-12-27 00:00:00,129,271,6,12,607,499,108,12
8641,2022-12-27 01:00:00,124,272,13,16,768,607,161,12
8642,2022-12-27 02:00:00,137,266,10,10,670,588,82,11
8643,2022-12-27 03:00:00,136,272,10,16,687,558,129,8
8644,2022-12-27 04:00:00,129,269,7,18,641,490,151,7
8645,2022-12-27 05:00:00,139,297,6,19,747,591,156,14
8646,2022-12-27 06:00:00,127,252,13,11,726,554,172,7
8647,2022-12-27 07:00:00,134,297,5,14,665,471,194,8
8648,2022-12-27 08:00:00,148,252,9,15,670,541,129,14
8649,2022-12-27 09:00:00,120,264,7,12,701,511,190,5
8650,2022-12-27 10:00:00,140,256,6,16,681,508,173,7
8651,2022-12-27 11:00:00,130,279,7,17,705,559,146,5
8652,2022-12-27 12:00:00,144,287,11,10,523,411,112,9
8653,2022-12-27 13:00:00,136,274,10,11,550,479,71,14
8654,2022-12-27 14:00:00,120,289,10,11,748,588,160,10
8655,2022-12-27 15:00:00,124,280,14,10,602,468,134,8
8656,2022-12-27 16:00:00,135,280,13,17,670,538,132,11
8657,2022-12-27 17:00:00,126,297,14,19,583,421,162,5
8658,2022-12-27 18:00:00,149,276,10,18,649,579,70,8
8659,2022-12-27 19:00:00,127,299,13,12,782,598,184,10
8660,2022-12-27 20:00:00,124,258,14,19,700,498,202,5
8661,2022-12-27 21:00:00,133,295,6,14,695,524,171,5
8662,2022-12-27 22:00:00,147,277,14,17,693,536,157,14
8663,2022-12-27 23:00:00,136,288,9,18,660,558,102,9
8664,2022-12-28 00:00:00,131,282,9,11,600,447,153,8
8665,2022-12-28 01:00:00,140,291,5,18,561,434,127,8
8666,2022-12-28 02:00:00,149,277,6,11,622,487,135,8
8667,2022-12-28 03:00:00,123,253,14,11,628,475,153,10
8668,2022-12-28 04:00:00,148,291,10,16,501,440,61,11
8669,2022-12-28 05:00:00,134,273,13,17,783,592,191,11
8670,2022-12-28 06:00:00,134,289,13,17,629,501,128,13
8671,2022-12-28 07:00:00,138,283,11,19,531,443,88,8
8672,2022-12-28 08:00:00,132,258,5,19,768,662,106,10
8673,2022-12-28 09:00:00,128,255,7,12,524,415,109,10
8674,2022-12-28 10:00:00,123,290,7,16,694,616,78,7
8675,2022-12-28 11:00:00,127,278,7,13,715,562,153,11
8676,2022-12-28 12:00:00,145,260,6,17,517,461,56,5
8677,2022-12-28 13:00:00,145,291,14,14,621,451,170,8
8678,2022-12-28 14:00:00,123,282,13,12,568,423,145,11
8679,2022-12-28 15:00:00,140,284,13,12,735,643,92,7
8680,2022-12-28 16:00:00,147,296,7,18,597,505,92,8
8681,2022-12-28 17:00:00,145,298,6,14,581,518,63,9
8682,2022-12-28 18:00:00,120,297,5,13,555,415,140,14
8683,2022-12-28 19:00:00,130,266,6,13,541,479,62,14
8684,2022-12-28 20:00:00,129,280,7,19,794,631,163,14
8685,2022-12-28 21:00:00,132,270,8,12,515,437,78,5
8686,2022-12-28 22:00:00,141,277,13,13,585,450,135,10
8687,2022-12-28 23:00:00,124,263,6,12,529,403,126,13
8688,2022-12-29 00:00:00,122,258,5,12,786,701,85,7
8689,2022-12-29 01:00:00,140,274,8,19,694,489,205,11
8690,2022-12-29 02:00:00,144,271,9,14,757,596,161,7
8691,2022-12-29 03:00:00,148,265,10,12,581,497,84,9
8692,2022-12-29 04:00:00,133,290,13,10,550,420,130,12
8693,2022-12-29 05:00:00,141,253,8,13,597,533,64,9
8694,2022-12-29 06:00:00,125,259,5,10,582,518,64,12
8695,2022-12-29 07:00:00,122,295,8,19,739,572,167,14
8696,2022-12-29 08:00:00,147,298,14,11,574,508,66,13
8697,2022-12-29 09:00:00,128,290,8,18,660,540,120,12
8698,2022-12-29 10:00:00,130,262,13,11,620,550,70,7
8699,2022-12-29 11:00:00,142,272,13,12,543,465,78,12
8700,2022-12-29 12:00:00,122,253,10,16,681,528,153,13
8701,2022-12-29 13:00:00,137,274,5,14,626,471,155,14
8702,2022-12-29 14:00:00,146,293,8,12,673,585,88,13
8703,2022-12-29 15:00:00,130,250,13,10,598,521,77,6
8704,2022-12-29 16:00:00,129,265,13,10,748,551,197,8
8705,2022-12-29 17:00:00,124,262,11,17,582,439,143,12
8706,2022-12-29 18:00:00,126,269,7,16,521,419,102,13
8707,2022-12-29 19:00:00,147,278,14,12,748,658,90,7
8708,2022-12-29 20:00:00,134,250,6,18,695,523,172,10
8709,2022-12-29 21:00:00,122,287,10,10,746,625,121,11
8710,2022-12-29 22:00:00,122,278,5,17,769,591,178,8
8711,2022-12-29 23:00:00,147,280,6,19,703,584,119,14
8712,2022-12-30 00:00:00,143,265,6,12,571,455,116,8
8713,2022-12-30 01:00:00,134,257,5,12,550,437,113,10
8714,2022-12-30 02:00:00,144,299,13,16,707,556,151,8
8715,2022-12-30 03:00:00,128,287,10,13,530,408,122,9
8716,2022-12-30 04:00:00,139,250,9,18,674,565,109,12
8717,2022-12-30 05:00:00,139,288,11,10,516,423,93,12
8718,2022-12-30 06:00:00,147,253,6,12,595,496,99,10
8719,2022-12-30 07:00:00,131,260,12,19,782,637,145,13
8720,2022-12-30 08:00:00,135,264,12,18,736,658,78,11
8721,2022-12-30 09:00:00,147,286,5,19,512,428,84,9
8722,2022-12-30 10:00:00,133,277,10,16,575,460,115,5
8723,2022-12-30 11:00:00,123,288,9,19,763,642,121,5
8724,2022-12-30 12:00:00,127,297,13,19,722,576,146,10
8725,2022-12-30 13:00:00,141,260,8,17,594,495,99,11
8726,2022-12-30 14:00:00,149,263,11,10,767,625,142,12
8727,2022-12-30 15:00:00,140,275,7,11,510,361,149,7
8728,2022-12-30 16:00:00,143,263,6,11,754,595,159,6
8729,2022-12-30 17:00:00,132,279,12,14,794,585,209,7
8730,2022-12-30 18:00:00,121,268,13,11,678,534,144,13
8731,2022-12-30 19:00:00,130,263,11,14,715,504,211,10
8732,2022-12-30 20:00:00,136,264,11,12,631,563,68,14
8733,2022-12-30 21:00:00,124,276,6,12,788,561,227,8
8734,2022-12-30 22:00:00,140,288,10,14,622,529,93,5
8735,2022-12-30 23:00:00,132,293,9,16,686,561,125,10
8736,2022-12-31 00:00:00,136,261,14,15,509,440,69,13
8737,2022-12-31 01:00:00,130,256,5,13,539,382,157,14
8738,2022-12-31 02:00:00,135,267,11,12,575,517,58,7
8739,2022-12-31 03:00:00,145,275,14,18,513,377,136,13
8740,2022-12-31 04:00:00,138,281,7,18,703,565,138,8
8741,2022-12-31 05:00:00,132,260,5,10,663,499,164,14
8742,2022-12-31 06:00:00,149,260,6,11,759,571,188,10
8743,2022-12-31 07:00:00,140,280,8,16,766,687,79,7
8744,2022-12-31 08:00:00,129,295,11,11,751,527,224,6
8745,2022-12-31 09:00:00,135,279,9,16,676,595,81,6
8746,2022-12-31 10:00:00,129,257,12,13,791,647,144,13
8747,2022-12-31 11:00:00,129,274,7,15,586,501,85,13
8748,2022-12-31 12:00:00,133,276,14,17,795,622,173,6
8749,2022-12-31 13:00:00,125,265,9,19,633,544,89,13
8750,2022-12-31 14:00:00,142,252,11,12,571,465,106,8
8751,2022-12-31 15:00:00,143,264,9,13,621,554,67,9
8752,2022-12-31 16:00:00,136,279,11,15,773,542,231,7
8753,2022-12-31 17:00:00,122,293,13,17,777,644,133,8
8754,2022-12-31 18:00:00,133,259,6,18,679,585,94,6
8755,2022-12-31 19:00:00,136,298,5,18,609,514,95,7
8756,2022-12-31 20:00:00,147,254,5,17,750,572,178,5
8757,2022-12-31 21:00:00,147,288,7,13,593,512,81,6
8758,2022-12-31 22:00:00,129,290,8,13,720,549,171,14
8759,2022-12-31 23:00:00,120,270,7,17,583,476,107,9
8760,2023-01-01 00:00:00,124,292,10,12,650,474,176,5
8761,2023-01-01 01:00:00,127,294,12,16,684,554,130,14
8762,2023-01-01 02:00:00,134,252,14,15,752,631,121,11
8763,2023-01-01 03:00:00,145,273,7,17,581,493,88,8
8764,2023-01-01 04:00:00,129,298,10,13,792,659,133,5
8765,2023-01-01 05:00:00,139,288,5,16,537,473,64,12
8766,2023-01-01 06:00:00,131,289,11,13,719,514,205,6
8767,2023-01-01 07:00:00,135,291,10,10,609,490,119,8
8768,2023-01-01 08:00:00,124,295,13,11,552,434,118,5
8769,2023-01-01 09:00:00,145,266,6,12,535,423,112,9
8770,2023-01-01 10:00:00,124,288,6,15,613,531,82,14
8771,2023-01-01 11:00:00,147,255,6,15,715,573,142,12
8772,2023-01-01 12:00:00,133,281,7,16,786,701,85,7
8773,2023-01-01 13:00:00,138,295,6,16,708,496,212,8
8774,2023-01-01 14:00:00,129,259,9,11,629,555,74,14
8775,2023-01-01 15:00:00,121,281,14,19,792,696,96,5
8776,2023-01-01 16:00:00,147,257,12,10,622,544,78,13
8777,2023-01-01 17:00:00,149,298,6,10,565,415,150,13
8778,2023-01-01 18:00:00,142,274,8,19,639,484,155,13
8779,2023-01-01 19:00:00,144,268,14,12,534,449,85,7
8780,2023-01-01 20:00:00,141,252,5,11,661,472,189,6
8781,2023-01-01 21:00:00,148,262,14,12,548,464,84,8
8782,2023-01-01 22:00:00,130,256,5,15,589,422,167,13
8783,2023-01-01 23:00:00,135,284,8,14,526,417,109,9
8784,2023-01-02 00:00:00,139,264,11,13,601,494,107,10
8785,2023-01-02 01:00:00,129,289,12,19,716,613,103,13
8786,2023-01-02 02:00:00,129,273,6,11,711,557,154,13
8787,2023-01-02 03:00:00,147,259,6,15,776,554,222,14
8788,2023-01-02 04:00:00,142,274,7,14,720,562,158,6
8789,2023-01-02 05:00:00,145,253,13,13,639,505,134,13
8790,2023-01-02 06:00:00,123,254,6,12,771,579,192,11
8791,2023-01-02 07:00:00,123,286,11,12,703,509,194,7
8792,2023-01-02 08:00:00,129,276,6,18,540,460,80,14
8793,2023-01-02 09:00:00,145,270,7,15,636,454,182,8
8794,2023-01-02 10:00:00,135,292,11,19,666,541,125,8
8795,2023-01-02 11:00:00,140,273,14,10,579,439,140,7
8796,2023-01-02 12:00:00,123,292,14,14,709,552,157,13
8797,2023-01-02 13:00:00,142,297,12,14,778,636,142,7
8798,2023-01-02 14:00:00,124,278,10,12,734,623,111,7
8799,2023-01-02 15:00:00,125,295,10,18,567,477,90,9
8800,2023-01-02 16:00:00,145,297,5,18,690,532,158,11
8801,2023-01-02 17:00:00,132,283,8,19,745,596,149,11
8802,2023-01-02 18:00:00,122,252,11,17,744,541,203,7
8803,2023-01-02 19:00:00,133,279,12,10,565,423,142,6
8804,2023-01-02 20:00:00,122,261,8,11,541,411,130,14
8805,2023-01-02 21:00:00,142,290,8,14,768,659,109,12
8806,2023-01-02 22:00:00,130,274,5,13,669,530,139,12
8807,2023-01-02 23:00:00,142,254,6,18,549,443,106,14
8808,2023-01-03 00:00:00,131,268,11,15,547,462,85,6
8809,2023-01-03 01:00:00,142,255,12,16,566,489,77,6
8810,2023-01-03 02:00:00,127,253,14,15,717,539,178,7
8811,2023-01-03 03:00:00,143,267,7,15,776,625,151,5
8812,2023-01-03 04:00:00,143,276,8,14,718,597,121,7
8813,2023-01-03 05:00:00,128,283,6,10,635,473,162,6
8814,2023-01-03 06:00:00,125,291,9,17,578,421,157,10
8815,2023-01-03 07:00:00,126,295,5,13,642,575,67,7
8816,2023-01-03 08:00:00,140,260,12,13,625,512,113,10
8817,2023-01-03 09:00:00,124,265,10,14,654,557,97,12
8818,2023-01-03 10:00:00,132,259,12,16,610,458,152,7
8819,2023-01-03 11:00:00,144,261,11,13,768,614,154,9
8820,2023-01-03 12:00:00,129,289,6,12,528,411,117,13
8821,2023-01-03 13:00:00,144,265,5,17,636,490,146,6
8822,2023-01-03 14:00:00,135,279,11,19,513,435,78,7
8823,2023-01-03 15:00:00,140,265,14,17,524,454,70,10
8824,2023-01-03 16:00:00,142,287,8,15,675,569,106,10
8825,2023-01-03 17:00:00,135,261,13,18,686,544,142,14
8826,2023-01-03 18:00:00,124,270,6,15,552,485,67,13
8827,2023-01-03 19:00:00,127,297,5,19,555,423,132,13
8828,2023-01-03 20:00:00,127,295,14,18,654,577,77,8
8829,2023-01-03 21:00:00,134,285,5,10,687,544,143,12
8830,2023-01-03 22:00:00,125,266,14,12,674,559,115,10
8831,2023-01-03 23:00:00,149,278,9,13,746,526,220,6
8832,2023-01-04 00:00:00,121,283,13,15,713,578,135,14
8833,2023-01-04 01:00:00,126,282,11,17,535,387,148,9
8834,2023-01-04 02:00:00,139,286,13,16,711,549,162,9
8835,2023-01-04 03:00:00,124,260,9,15,780,593,187,13
8836,2023-01-04 04:00:00,139,285,5,11,731,630,101,11
8837,2023-01-04 05:00:00,144,278,10,10,740,614,126,5
8838,2023-01-04 06:00:00,136,262,8,19,675,596,79,12
8839,2023-01-04 07:00:00,122,253,13,13,607,481,126,9
8840,2023-01-04 08:00:00,130,281,13,16,723,522,201,8
8841,2023-01-04 09:00:00,148,278,5,14,686,571,115,9
8842,2023-01-04 10:00:00,136,293,7,12,608,508,100,7
8843,2023-01-04 11:00:00,126,273,5,11,603,496,107,9
8844,2023-01-04 12:00:00,138,258,5,10,750,673,77,9
8845,2023-01-04 13:00:00,143,263,8,15,617,451,166,14
8846,2023-01-04 14:00:00,140,290,5,17,608,504,104,13
8847,2023-01-04 15:00:00,147,257,10,15,505,362,143,11
8848,2023-01-04 16:00:00,129,275,5,18,653,503,150,6
8849,2023-01-04 17:00:00,131,291,7,17,685,496,189,14
8850,2023-01-04 18:00:00,124,250,13,10,567,422,145,8
8851,2023-01-04 19:00:00,126,277,14,10,618,539,79,10
8852,2023-01-04 20:00:00,138,268,11,17,638,571,67,6
8853,2023-01-04 21:00:00,130,251,11,13,549,393,156,7
8854,2023-01-04 22:00:00,122,263,9,16,540,401,139,13
8855,2023-01-04 23:00:00,121,273,6,15,560,429,131,14
8856,2023-01-05 00:00:00,147,276,14,15,538,387,151,13
8857,2023-01-05 01:00:00,139,263,13,19,649,574,75,8
8858,2023-01-05 02:00:00,130,279,10,12,777,609,168,12
8859,2023-01-05 03:00:00,136,256,14,17,581,453,128,6
8860,2023-01-05 04:00:00,126,288,11,19,783,668,115,14
8861,2023-01-05 05:00:00,144,282,7,11,710,567,143,13
8862,2023-01-05 06:00:00,121,278,12,11,675,587,88,10
8863,2023-01-05 07:00:00,130,296,5,11,695,616,79,14
8864,2023-01-05 08:00:00,121,281,5,14,558,439,119,9
8865,2023-01-05 09:00:00,137,272,12,13,536,449,87,6
8866,2023-01-05 10:00:00,147,288,11,18,526,446,80,10
8867,2023-01-05 11:00:00,139,258,7,14,619,506,113,13
8868,2023-01-05 12:00:00,143,294,14,12,714,601,113,7
8869,2023-01-05 13:00:00,123,265,6,17,546,388,158,6
8870,2023-01-05 14:00:00,145,297,7,13,793,576,217,9
8871,2023-01-05 15:00:00,147,294,7,15,625,531,94,5
8872,2023-01-05 16:00:00,123,269,8,13,500,366,134,10
8873,2023-01-05 17:00:00,139,277,9,19,577,508,69,12
8874,2023-01-05 18:00:00,137,299,7,15,757,589,168,9
8875,2023-01-05 19:00:00,135,295,7,18,568,490,78,8
8876,2023-01-05 20:00:00,126,293,7,12,629,447,182,6
8877,2023-01-05 21:00:00,141,274,7,17,617,536,81,12
8878,2023-01-05 22:00:00,148,269,12,10,713,622,91,10
8879,2023-01-05 23:00:00,122,291,9,10,777,553,224,11
8880,2023-01-06 00:00:00,140,264,11,15,785,569,216,7
8881,2023-01-06 01:00:00,121,297,13,12,725,596,129,14
8882,2023-01-06 02:00:00,134,268,13,15,601,423,178,6
8883,2023-01-06 03:00:00,148,279,11,11,774,653,121,11
8884,2023-01-06 04:00:00,144,270,12,12,631,507,124,8
8885,2023-01-06 05:00:00,125,299,6,13,561,438,123,12
8886,2023-01-06 06:00:00,135,260,5,15,529,475,54,12
8887,2023-01-06 07:00:00,147,271,12,17,634,500,134,6
8888,2023-01-06 08:00:00,127,259,10,11,613,470,143,10
8889,2023-01-06 09:00:00,124,274,10,16,799,709,90,5
8890,2023-01-06 10:00:00,123,284,12,18,644,478,166,11
8891,2023-01-06 11:00:00,138,266,11,13,669,489,180,6
8892,2023-01-06 12:00:00,122,263,8,19,749,536,213,11
8893,2023-01-06 13:00:00,142,285,5,11,717,558,159,8
8894,2023-01-06 14:00:00,148,279,14,14,718,640,78,8
8895,2023-01-06 15:00:00,148,275,13,16,694,616,78,11
8896,2023-01-06 16:00:00,147,255,9,18,700,550,150,12
8897,2023-01-06 17:00:00,143,254,7,16,598,430,168,10
8898,2023-01-06 18:00:00,134,277,10,16,518,429,89,5
8899,2023-01-06 19:00:00,123,257,9,19,752,558,194,14
8900,2023-01-06 20:00:00,127,257,10,12,737,562,175,5
8901,2023-01-06 21:00:00,139,263,9,18,518,421,97,8
8902,2023-01-06 22:00:00,146,250,7,10,504,428,76,13
8903,2023-01-06 23:00:00,131,286,13,16,600,525,75,10
8904,2023-01-07 00:00:00,138,252,8,19,519,415,104,6
8905,2023-01-07 01:00:00,132,295,9,12,518,388,130,7
8906,2023-01-07 02:00:00,145,261,12,10,798,582,216,9
8907,2023-01-07 03:00:00,141,295,9,17,671,582,89,5
8908,2023-01-07 04:00:00,125,285,7,15,727,652,75,6
8909,2023-01-07 05:00:00,141,286,11,14,696,579,117,10
8910,2023-01-07 06:00:00,131,285,5,14,613,435,178,10
8911,2023-01-07 07:00:00,123,263,12,11,636,545,91,10
8912,2023-01-07 08:00:00,123,272,12,10,581,462,119,8
8913,2023-01-07 09:00:00,129,258,11,14,524,404,120,11
8914,2023-01-07 10:00:00,145,290,12,15,617,534,83,7
8915,2023-01-07 11:00:00,123,288,8,19,654,507,147,12
8916,2023-01-07 12:00:00,128,277,12,13,646,509,137,8
8917,2023-01-07 13:00:00,144,259,10,17,569,434,135,6
8918,2023-01-07 14:00:00,120,277,5,11,513,447,66,9
8919,2023-01-07 15:00:00,122,263,10,18,604,511,93,8
8920,2023-01-07 16:00:00,126,276,7,19,631,550,81,7
8921,2023-01-07 17:00:00,126,252,10,14,636,531,105,14
8922,2023-01-07 18:00:00,138,273,7,12,730,645,85,5
8923,2023-01-07 19:00:00,145,268,8,16,598,508,90,9
8924,2023-01-07 20:00:00,127,294,10,11,763,537,226,10
8925,2023-01-07 21:00:00,146,253,9,13,500,422,78,5
8926,2023-01-07 22:00:00,144,291,14,14,732,540,192,5
8927,2023-01-07 23:00:00,129,256,11,18,532,403,129,8
8928,2023-01-08 00:00:00,136,297,13,16,633,449,184,8
8929,2023-01-08 01:00:00,130,266,12,11,770,616,154,13
8930,2023-01-08 02:00:00,148,294,9,16,521,388,133,12
8931,2023-01-08 03:00:00,128,265,13,13,640,528,112,10
8932,2023-01-08 04:00:00,144,268,7,14,683,523,160,7
8933,2023-01-08 05:00:00,122,264,9,12,533,460,73,8
8934,2023-01-08 06:00:00,147,254,5,16,508,430,78,11
8935,2023-01-08 07:00:00,141,283,9,14,532,467,65,10
8936,2023-01-08 08:00:00,142,288,7,10,624,477,147,6
8937,2023-01-08 09:00:00,142,294,7,16,570,420,150,12
8938,2023-01-08 10:00:00,136,294,5,11,650,516,134,8
8939,2023-01-08 11:00:00,138,294,8,18,522,427,95,14
8940,2023-01-08 12:00:00,139,286,10,12,787,629,158,13
8941,2023-01-08 13:00:00,131,255,6,18,723,528,195,11
8942,2023-01-08 14:00:00,148,295,6,16,701,546,155,10
8943,2023-01-08 15:00:00,124,262,12,17,574,437,137,13
8944,2023-01-08 16:00:00,125,275,13,12,781,644,137,7
8945,2023-01-08 17:00:00,125,291,13,17,583,477,106,6
8946,2023-01-08 18:00:00,129,283,12,12,529,410,119,11
8947,2023-01-08 19:00:00,139,259,9,13,723,643,80,8
8948,2023-01-08 20:00:00,130,298,9,14,793,621,172,8
8949,2023-01-08 21:00:00,138,280,14,16,568,458,110,6
8950,2023-01-08 22:00:00,146,256,14,13,736,649,87,13
8951,2023-01-08 23:00:00,123,269,6,10,724,594,130,14
8952,2023-01-09 00:00:00,133,256,12,15,559,419,140,12
8953,2023-01-09 01:00:00,128,272,12,13,763,664,99,6
8954,2023-01-09 02:00:00,129,275,13,18,744,645,99,10
8955,2023-01-09 03:00:00,123,258,7,14,725,646,79,8
8956,2023-01-09 04:00:00,138,278,10,11,735,657,78,7
8957,2023-01-09 05:00:00,122,259,9,16,786,650,136,12
8958,2023-01-09 06:00:00,145,264,8,19,635,549,86,12
8959,2023-01-09 07:00:00,134,265,7,19,667,468,199,7
8960,2023-01-09 08:00:00,149,285,12,14,545,450,95,6
8961,2023-01-09 09:00:00,132,293,8,10,550,457,93,13
8962,2023-01-09 10:00:00,148,260,10,11,750,670,80,5
8963,2023-01-09 11:00:00,138,266,8,16,673,551,122,5
8964,2023-01-09 12:00:00,132,254,7,12,772,595,177,14
8965,2023-01-09 13:00:00,147,268,6,10,620,474,146,5
8966,2023-01-09 14:00:00,142,289,13,19,582,423,159,14
8967,2023-01-09 15:00:00,144,268,5,17,642,576,66,13
8968,2023-01-09 16:00:00,122,259,11,14,658,501,157,5
8969,2023-01-09 17:00:00,128,295,8,10,687,565,122,6
8970,2023-01-09 18:00:00,141,262,11,18,700,538,162,9
8971,2023-01-09 19:00:00,148,267,8,15,739,525,214,9
8972,2023-01-09 20:00:00,135,257,7,14,530,380,150,13
8973,2023-01-09 21:00:00,136,261,6,18,690,616,74,5
8974,2023-01-09 22:00:00,148,280,9,17,752,655,97,11
8975,2023-01-09 23:00:00,146,279,8,10,785,637,148,8
8976,2023-01-10 00:00:00,120,285,7,14,732,594,138,6
8977,2023-01-10 01:00:00,142,270,9,11,720,515,205,9
8978,2023-01-10 02:00:00,125,273,12,18,564,448,116,14
8979,2023-01-10 03:00:00,134,289,12,14,738,570,168,11
8980,2023-01-10 04:00:00,126,260,6,10,764,677,87,9
8981,2023-01-10 05:00:00,148,272,11,10,535,451,84,5
8982,2023-01-10 06:00:00,139,276,5,14,749,544,205,5
8983,2023-01-10 07:00:00,149,284,9,17,782,662,120,11
